Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,6639939,-,b'Salta',b'Argentina',-24.4,-65.77,-3,3371,-3,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,DHI,Temperature,GHI,DNI,Clearsky GHI
2019,6,30,11,0,52,10.4,537,951,537
2019,6,30,12,0,55,12.4,660,983,660
2019,6,30,13,0,58,13.600000000000001,725,997,725
2019,6,30,14,0,57,13.9,717,990,717
2019,6,30,15,0,56,13.700000000000001,646,972,646
2019,6,30,16,0,51,12.600000000000001,516,938,516
2019,6,30,17,0,48,10.3,312,782,333
2019,6,30,18,0,52,5.4,78,170,125
2019,6,30,19,0,0,2.7,0,0,0
2019,6,30,20,0,0,1.7000000000000002,0,0,0
2019,6,30,21,0,0,1.1,0,0,0
2019,6,30,22,0,0,0.5,0,0,0
2019,6,30,23,0,0,0.2,0,0,0
2019,7,1,0,0,0,-0.2,0,0,0
2019,7,1,1,0,0,-0.8,0,0,0
2019,7,1,2,0,0,-1.1,0,0,0
2019,7,1,3,0,0,-1.3,0,0,0
2019,7,1,4,0,0,-1.5,0,0,0
2019,7,1,5,0,0,-1.6,0,0,0
2019,7,1,6,0,0,-1.7000000000000002,0,0,0
2019,7,1,7,0,0,-1.9000000000000001,0,0,0
2019,7,1,8,0,0,-0.9,0,0,0
2019,7,1,9,0,31,3.1,147,683,147
2019,7,1,10,0,44,6.6000000000000005,355,871,355
2019,7,1,11,0,51,9.4,533,946,533
2019,7,1,12,0,55,11.3,661,983,661
2019,7,1,13,0,56,12.700000000000001,726,1000,726
2019,7,1,14,0,55,13.5,722,1001,722
2019,7,1,15,0,94,13.4,640,898,651
2019,7,1,16,0,216,12.4,365,300,518
2019,7,1,17,0,138,10.3,160,66,333
2019,7,1,18,0,28,5.5,126,654,126
2019,7,1,19,0,0,3.1,0,0,0
2019,7,1,20,0,0,2.5,0,0,0
2019,7,1,21,0,0,2.2,0,0,0
2019,7,1,22,0,0,2.4000000000000004,0,0,0
2019,7,1,23,0,0,2.7,0,0,0
2019,7,2,0,0,0,3,0,0,0
2019,7,2,1,0,0,3.2,0,0,0
2019,7,2,2,0,0,3,0,0,0
2019,7,2,3,0,0,3,0,0,0
2019,7,2,4,0,0,2.9000000000000004,0,0,0
2019,7,2,5,0,0,2.9000000000000004,0,0,0
2019,7,2,6,0,0,2.8000000000000003,0,0,0
2019,7,2,7,0,0,2.9000000000000004,0,0,0
2019,7,2,8,0,0,3.7,0,0,0
2019,7,2,9,0,63,7.300000000000001,77,86,150
2019,7,2,10,0,153,10.700000000000001,201,136,359
2019,7,2,11,0,236,13.4,292,110,534
2019,7,2,12,0,301,15.3,374,119,661
2019,7,2,13,0,307,16.3,345,57,723
2019,7,2,14,0,332,16.3,408,114,720
2019,7,2,15,0,287,15.8,337,82,649
2019,7,2,16,0,195,14.600000000000001,212,33,514
2019,7,2,17,0,141,12.200000000000001,213,210,333
2019,7,2,18,0,55,7.9,65,71,126
2019,7,2,19,0,0,5.7,0,0,0
2019,7,2,20,0,0,4.6000000000000005,0,0,0
2019,7,2,21,0,0,3.7,0,0,0
2019,7,2,22,0,0,3.1,0,0,0
2019,7,2,23,0,0,2.2,0,0,0
2019,7,3,0,0,0,1.1,0,0,0
2019,7,3,1,0,0,0.5,0,0,0
2019,7,3,2,0,0,0.1,0,0,0
2019,7,3,3,0,0,-0.30000000000000004,0,0,0
2019,7,3,4,0,0,-1,0,0,0
2019,7,3,5,0,0,-1.6,0,0,0
2019,7,3,6,0,0,-2,0,0,0
2019,7,3,7,0,0,-2.3000000000000003,0,0,0
2019,7,3,8,0,0,-1.3,0,0,0
2019,7,3,9,0,29,3.2,154,736,154
2019,7,3,10,0,40,6.7,367,914,367
2019,7,3,11,0,46,9.9,549,985,549
2019,7,3,12,0,49,12,672,1009,672
2019,7,3,13,0,52,12.5,738,1021,738
2019,7,3,14,0,53,12.600000000000001,729,1010,729
2019,7,3,15,0,51,12.3,658,994,658
2019,7,3,16,0,47,11.5,525,957,525
2019,7,3,17,0,40,9.5,338,872,338
2019,7,3,18,0,27,5.2,131,683,131
2019,7,3,19,0,0,2.4000000000000004,0,0,0
2019,7,3,20,0,0,1.5,0,0,0
2019,7,3,21,0,0,0.6000000000000001,0,0,0
2019,7,3,22,0,0,-0.1,0,0,0
2019,7,3,23,0,0,-0.4,0,0,0
2019,7,4,0,0,0,-0.5,0,0,0
2019,7,4,1,0,0,-0.9,0,0,0
2019,7,4,2,0,0,-1.2000000000000002,0,0,0
2019,7,4,3,0,0,-1.5,0,0,0
2019,7,4,4,0,0,-1.8,0,0,0
2019,7,4,5,0,0,-2.1,0,0,0
2019,7,4,6,0,0,-2.5,0,0,0
2019,7,4,7,0,0,-2.8000000000000003,0,0,0
2019,7,4,8,0,0,-1.6,0,0,0
2019,7,4,9,0,26,3.5,156,769,156
2019,7,4,10,0,36,7.7,371,937,371
2019,7,4,11,0,42,10.5,555,1004,555
2019,7,4,12,0,47,12.100000000000001,687,1035,687
2019,7,4,13,0,50,12.5,745,1034,745
2019,7,4,14,0,51,12.600000000000001,743,1032,743
2019,7,4,15,0,50,12.3,671,1016,671
2019,7,4,16,0,47,11.100000000000001,536,978,536
2019,7,4,17,0,40,8.700000000000001,351,902,351
2019,7,4,18,0,28,4.5,137,709,137
2019,7,4,19,0,0,2.3000000000000003,0,0,0
2019,7,4,20,0,0,1.1,0,0,0
2019,7,4,21,0,0,0.30000000000000004,0,0,0
2019,7,4,22,0,0,-0.30000000000000004,0,0,0
2019,7,4,23,0,0,-0.5,0,0,0
2019,7,5,0,0,0,-0.6000000000000001,0,0,0
2019,7,5,1,0,0,-0.2,0,0,0
2019,7,5,2,0,0,-0.30000000000000004,0,0,0
2019,7,5,3,0,0,-0.6000000000000001,0,0,0
2019,7,5,4,0,0,-0.7000000000000001,0,0,0
2019,7,5,5,0,0,-0.8,0,0,0
2019,7,5,6,0,0,-1.6,0,0,0
2019,7,5,7,0,0,-1.5,0,0,0
2019,7,5,8,0,0,-0.9,0,0,0
2019,7,5,9,0,29,2.4000000000000004,157,753,157
2019,7,5,10,0,64,5,320,715,373
2019,7,5,11,0,47,8.5,557,998,557
2019,7,5,12,0,54,10.600000000000001,690,1026,690
2019,7,5,13,0,57,11.600000000000001,748,1025,748
2019,7,5,14,0,58,11.3,745,1022,745
2019,7,5,15,0,58,10.100000000000001,673,1004,673
2019,7,5,16,0,52,8.9,537,968,537
2019,7,5,17,0,44,6.300000000000001,351,889,351
2019,7,5,18,0,30,1.9000000000000001,137,686,137
2019,7,5,19,0,0,-0.2,0,0,0
2019,7,5,20,0,0,-0.5,0,0,0
2019,7,5,21,0,0,-0.8,0,0,0
2019,7,5,22,0,0,-1.5,0,0,0
2019,7,5,23,0,0,-1.4000000000000001,0,0,0
2019,7,6,0,0,0,-1,0,0,0
2019,7,6,1,0,0,-1.2000000000000002,0,0,0
2019,7,6,2,0,0,-1,0,0,0
2019,7,6,3,0,0,-0.5,0,0,0
2019,7,6,4,0,0,0,0,0,0
2019,7,6,5,0,0,0,0,0,0
2019,7,6,6,0,0,-0.4,0,0,0
2019,7,6,7,0,0,-0.4,0,0,0
2019,7,6,8,0,0,0.6000000000000001,0,0,0
2019,7,6,9,0,29,4.4,157,750,157
2019,7,6,10,0,41,7.2,373,925,373
2019,7,6,11,0,47,10.100000000000001,550,982,550
2019,7,6,12,0,50,11.700000000000001,681,1017,681
2019,7,6,13,0,52,12.5,748,1031,748
2019,7,6,14,0,50,12.8,738,1022,738
2019,7,6,15,0,50,12.3,667,1005,667
2019,7,6,16,0,46,11.100000000000001,533,969,533
2019,7,6,17,0,39,8,349,892,349
2019,7,6,18,0,27,3.9000000000000004,137,701,137
2019,7,6,19,0,0,2.1,0,0,0
2019,7,6,20,0,0,2.5,0,0,0
2019,7,6,21,0,0,2.8000000000000003,0,0,0
2019,7,6,22,0,0,2.1,0,0,0
2019,7,6,23,0,0,1.3,0,0,0
2019,7,7,0,0,0,1.3,0,0,0
2019,7,7,1,0,0,0.8,0,0,0
2019,7,7,2,0,0,0.2,0,0,0
2019,7,7,3,0,0,-0.2,0,0,0
2019,7,7,4,0,0,-0.30000000000000004,0,0,0
2019,7,7,5,0,0,-0.2,0,0,0
2019,7,7,6,0,0,-0.2,0,0,0
2019,7,7,7,0,0,-0.1,0,0,0
2019,7,7,8,0,0,1.1,0,0,0
2019,7,7,9,0,28,5.5,158,761,158
2019,7,7,10,0,39,9.5,374,930,374
2019,7,7,11,0,46,12.700000000000001,559,999,559
2019,7,7,12,0,51,14.5,683,1017,683
2019,7,7,13,0,288,15.5,609,474,750
2019,7,7,14,0,311,15.600000000000001,541,341,741
2019,7,7,15,0,287,15.3,472,300,669
2019,7,7,16,0,189,14.4,409,438,529
2019,7,7,17,0,48,11.8,345,852,345
2019,7,7,18,0,33,7,134,644,134
2019,7,7,19,0,0,5,0,0,0
2019,7,7,20,0,0,4.800000000000001,0,0,0
2019,7,7,21,0,0,4.5,0,0,0
2019,7,7,22,0,0,3.4000000000000004,0,0,0
2019,7,7,23,0,0,2.3000000000000003,0,0,0
2019,7,8,0,0,0,1.4000000000000001,0,0,0
2019,7,8,1,0,0,1.3,0,0,0
2019,7,8,2,0,0,1.2000000000000002,0,0,0
2019,7,8,3,0,0,1.2000000000000002,0,0,0
2019,7,8,4,0,0,1,0,0,0
2019,7,8,5,0,0,0.8,0,0,0
2019,7,8,6,0,0,0.7000000000000001,0,0,0
2019,7,8,7,0,0,0.7000000000000001,0,0,0
2019,7,8,8,0,0,2.1,0,0,0
2019,7,8,9,0,30,7.800000000000001,153,714,153
2019,7,8,10,0,43,12.200000000000001,365,895,365
2019,7,8,11,0,50,15.200000000000001,547,968,547
2019,7,8,12,0,51,16.6,678,1007,678
2019,7,8,13,0,53,17.400000000000002,745,1022,745
2019,7,8,14,0,53,17.7,743,1022,743
2019,7,8,15,0,49,17.3,672,1009,672
2019,7,8,16,0,46,16.3,538,972,538
2019,7,8,17,0,40,13.9,354,897,354
2019,7,8,18,0,28,8.1,141,706,141
2019,7,8,19,0,0,5.800000000000001,0,0,0
2019,7,8,20,0,0,5.300000000000001,0,0,0
2019,7,8,21,0,0,4.5,0,0,0
2019,7,8,22,0,0,3,0,0,0
2019,7,8,23,0,0,2.1,0,0,0
2019,7,9,0,0,0,2,0,0,0
2019,7,9,1,0,0,2.1,0,0,0
2019,7,9,2,0,0,2.2,0,0,0
2019,7,9,3,0,0,2.5,0,0,0
2019,7,9,4,0,0,3,0,0,0
2019,7,9,5,0,0,3.4000000000000004,0,0,0
2019,7,9,6,0,0,3.7,0,0,0
2019,7,9,7,0,0,4.2,0,0,0
2019,7,9,8,0,0,5.9,0,0,0
2019,7,9,9,0,31,9.200000000000001,156,725,156
2019,7,9,10,0,44,12.4,370,903,370
2019,7,9,11,0,52,15.200000000000001,555,975,555
2019,7,9,12,0,56,16.7,687,1012,687
2019,7,9,13,0,59,17.5,748,1015,748
2019,7,9,14,0,59,17.900000000000002,746,1014,746
2019,7,9,15,0,58,17.5,675,996,675
2019,7,9,16,0,54,16.400000000000002,535,947,535
2019,7,9,17,0,47,13.8,351,864,351
2019,7,9,18,0,32,8.4,139,661,139
2019,7,9,19,0,0,6,0,0,0
2019,7,9,20,0,0,5.5,0,0,0
2019,7,9,21,0,0,5.4,0,0,0
2019,7,9,22,0,0,4.7,0,0,0
2019,7,9,23,0,0,4,0,0,0
2019,7,10,0,0,0,3.1,0,0,0
2019,7,10,1,0,0,2.2,0,0,0
2019,7,10,2,0,0,1.8,0,0,0
2019,7,10,3,0,0,1.9000000000000001,0,0,0
2019,7,10,4,0,0,1.6,0,0,0
2019,7,10,5,0,0,1.2000000000000002,0,0,0
2019,7,10,6,0,0,1.2000000000000002,0,0,0
2019,7,10,7,0,0,1.5,0,0,0
2019,7,10,8,0,0,3.1,0,0,0
2019,7,10,9,0,31,8.1,156,727,156
2019,7,10,10,0,43,12.4,367,894,367
2019,7,10,11,0,50,15,550,967,550
2019,7,10,12,0,51,16.400000000000002,681,1007,681
2019,7,10,13,0,53,17.2,749,1022,749
2019,7,10,14,0,54,17.400000000000002,741,1012,741
2019,7,10,15,0,50,17,671,999,671
2019,7,10,16,0,47,15.9,534,955,534
2019,7,10,17,0,40,13.700000000000001,351,879,351
2019,7,10,18,0,29,8.6,141,689,141
2019,7,10,19,0,0,6.300000000000001,0,0,0
2019,7,10,20,0,0,5.6000000000000005,0,0,0
2019,7,10,21,0,0,5.2,0,0,0
2019,7,10,22,0,0,4.5,0,0,0
2019,7,10,23,0,0,3.5,0,0,0
2019,7,11,0,0,0,2.8000000000000003,0,0,0
2019,7,11,1,0,0,2.2,0,0,0
2019,7,11,2,0,0,1.5,0,0,0
2019,7,11,3,0,0,1,0,0,0
2019,7,11,4,0,0,0.7000000000000001,0,0,0
2019,7,11,5,0,0,0.6000000000000001,0,0,0
2019,7,11,6,0,0,0.6000000000000001,0,0,0
2019,7,11,7,0,0,0.7000000000000001,0,0,0
2019,7,11,8,0,0,2,0,0,0
2019,7,11,9,0,59,7.1000000000000005,103,259,157
2019,7,11,10,0,111,11.4,291,497,373
2019,7,11,11,0,50,14.200000000000001,551,970,551
2019,7,11,12,0,53,15.9,683,1006,683
2019,7,11,13,0,56,16.8,746,1011,746
2019,7,11,14,0,57,17,739,1002,739
2019,7,11,15,0,54,16.6,669,988,669
2019,7,11,16,0,49,15.5,536,952,536
2019,7,11,17,0,42,13.4,353,876,353
2019,7,11,18,0,55,8,97,259,142
2019,7,11,19,0,0,5.2,0,0,0
2019,7,11,20,0,0,4.800000000000001,0,0,0
2019,7,11,21,0,0,4.2,0,0,0
2019,7,11,22,0,0,3.4000000000000004,0,0,0
2019,7,11,23,0,0,2.5,0,0,0
2019,7,12,0,0,0,1.8,0,0,0
2019,7,12,1,0,0,1.1,0,0,0
2019,7,12,2,0,0,0.5,0,0,0
2019,7,12,3,0,0,0.2,0,0,0
2019,7,12,4,0,0,-0.1,0,0,0
2019,7,12,5,0,0,-0.2,0,0,0
2019,7,12,6,0,0,0.2,0,0,0
2019,7,12,7,0,0,0.6000000000000001,0,0,0
2019,7,12,8,0,0,1.9000000000000001,0,0,0
2019,7,12,9,0,33,6.4,154,696,154
2019,7,12,10,0,48,9.8,364,871,364
2019,7,12,11,0,57,12.100000000000001,547,945,547
2019,7,12,12,0,63,13.5,673,971,673
2019,7,12,13,0,67,14.4,736,978,736
2019,7,12,14,0,69,14.8,734,975,734
2019,7,12,15,0,67,14.5,660,949,660
2019,7,12,16,0,62,13.5,528,908,528
2019,7,12,17,0,53,11.5,345,819,345
2019,7,12,18,0,37,7.2,137,606,137
2019,7,12,19,0,0,4.6000000000000005,0,0,0
2019,7,12,20,0,0,3.7,0,0,0
2019,7,12,21,0,0,2.8000000000000003,0,0,0
2019,7,12,22,0,0,1.9000000000000001,0,0,0
2019,7,12,23,0,0,0.9,0,0,0
2019,7,13,0,0,0,0.1,0,0,0
2019,7,13,1,0,0,-0.5,0,0,0
2019,7,13,2,0,0,-1,0,0,0
2019,7,13,3,0,0,-1.4000000000000001,0,0,0
2019,7,13,4,0,0,-1.5,0,0,0
2019,7,13,5,0,0,-1.7000000000000002,0,0,0
2019,7,13,6,0,0,-1.7000000000000002,0,0,0
2019,7,13,7,0,0,-1.6,0,0,0
2019,7,13,8,0,0,-0.5,0,0,0
2019,7,13,9,0,32,4.1000000000000005,158,723,158
2019,7,13,10,0,45,8.1,375,903,375
2019,7,13,11,0,53,11.200000000000001,560,975,560
2019,7,13,12,0,59,13.100000000000001,686,997,686
2019,7,13,13,0,300,14.200000000000001,596,432,755
2019,7,13,14,0,301,14.600000000000001,602,441,747
2019,7,13,15,0,60,14.5,677,984,677
2019,7,13,16,0,186,13.5,426,466,543
2019,7,13,17,0,47,11.3,358,867,358
2019,7,13,18,0,33,6.300000000000001,147,681,147
2019,7,13,19,0,0,3.3000000000000003,0,0,0
2019,7,13,20,0,0,2.2,0,0,0
2019,7,13,21,0,0,1.3,0,0,0
2019,7,13,22,0,0,0.5,0,0,0
2019,7,13,23,0,0,-0.1,0,0,0
2019,7,14,0,0,0,-0.6000000000000001,0,0,0
2019,7,14,1,0,0,-1,0,0,0
2019,7,14,2,0,0,-1.3,0,0,0
2019,7,14,3,0,0,-1.5,0,0,0
2019,7,14,4,0,0,-1.7000000000000002,0,0,0
2019,7,14,5,0,0,-1.8,0,0,0
2019,7,14,6,0,0,-2,0,0,0
2019,7,14,7,0,0,-2.1,0,0,0
2019,7,14,8,0,0,-1,0,0,0
2019,7,14,9,0,34,3.6,155,687,155
2019,7,14,10,0,49,7.6000000000000005,370,878,370
2019,7,14,11,0,57,10.3,555,954,555
2019,7,14,12,0,61,12,688,993,688
2019,7,14,13,0,64,12.9,751,999,751
2019,7,14,14,0,63,13.200000000000001,749,999,749
2019,7,14,15,0,61,12.8,674,976,674
2019,7,14,16,0,57,11.700000000000001,541,936,541
2019,7,14,17,0,48,9.8,357,857,357
2019,7,14,18,0,42,5.6000000000000005,122,469,145
2019,7,14,19,0,0,2.7,0,0,0
2019,7,14,20,0,0,1.9000000000000001,0,0,0
2019,7,14,21,0,0,1.1,0,0,0
2019,7,14,22,0,0,0.5,0,0,0
2019,7,14,23,0,0,0,0,0,0
2019,7,15,0,0,0,-0.2,0,0,0
2019,7,15,1,0,0,-0.6000000000000001,0,0,0
2019,7,15,2,0,0,-0.9,0,0,0
2019,7,15,3,0,0,-1.5,0,0,0
2019,7,15,4,0,0,-1.7000000000000002,0,0,0
2019,7,15,5,0,0,-1.5,0,0,0
2019,7,15,6,0,0,-1.2000000000000002,0,0,0
2019,7,15,7,0,0,-0.8,0,0,0
2019,7,15,8,0,0,0.7000000000000001,0,0,0
2019,7,15,9,0,32,4,157,707,157
2019,7,15,10,0,47,6.800000000000001,372,885,372
2019,7,15,11,0,56,8.700000000000001,552,948,552
2019,7,15,12,0,61,9.8,684,985,684
2019,7,15,13,0,66,10.3,747,988,747
2019,7,15,14,0,70,10.200000000000001,741,974,741
2019,7,15,15,0,70,9.600000000000001,670,951,670
2019,7,15,16,0,66,8.4,533,899,533
2019,7,15,17,0,58,6.4,349,803,349
2019,7,15,18,0,41,3.2,139,573,139
2019,7,15,19,0,0,2,0,0,0
2019,7,15,20,0,0,1.2000000000000002,0,0,0
2019,7,15,21,0,0,0.9,0,0,0
2019,7,15,22,0,0,-0.1,0,0,0
2019,7,15,23,0,0,-0.7000000000000001,0,0,0
2019,7,16,0,0,0,-0.7000000000000001,0,0,0
2019,7,16,1,0,0,-0.9,0,0,0
2019,7,16,2,0,0,-1,0,0,0
2019,7,16,3,0,0,-1.1,0,0,0
2019,7,16,4,0,0,-1.3,0,0,0
2019,7,16,5,0,0,-1.5,0,0,0
2019,7,16,6,0,0,-1.7000000000000002,0,0,0
2019,7,16,7,0,0,-1.7000000000000002,0,0,0
2019,7,16,8,0,0,-0.8,0,0,0
2019,7,16,9,0,34,2.8000000000000003,158,695,158
2019,7,16,10,0,46,6.2,375,891,375
2019,7,16,11,0,53,9.5,560,967,560
2019,7,16,12,0,59,11.3,693,998,693
2019,7,16,13,0,62,12.100000000000001,762,1013,762
2019,7,16,14,0,302,12.5,589,416,755
2019,7,16,15,0,301,12.200000000000001,481,284,685
2019,7,16,16,0,53,11.3,551,956,551
2019,7,16,17,0,45,9.200000000000001,366,880,366
2019,7,16,18,0,32,4.9,151,689,151
2019,7,16,19,0,0,2.7,0,0,0
2019,7,16,20,0,0,2.1,0,0,0
2019,7,16,21,0,0,1.6,0,0,0
2019,7,16,22,0,0,1.5,0,0,0
2019,7,16,23,0,0,1.3,0,0,0
2019,7,17,0,0,0,1.2000000000000002,0,0,0
2019,7,17,1,0,0,0.7000000000000001,0,0,0
2019,7,17,2,0,0,0.6000000000000001,0,0,0
2019,7,17,3,0,0,0.6000000000000001,0,0,0
2019,7,17,4,0,0,0.7000000000000001,0,0,0
2019,7,17,5,0,0,0.6000000000000001,0,0,0
2019,7,17,6,0,0,0.5,0,0,0
2019,7,17,7,0,0,0.8,0,0,0
2019,7,17,8,0,0,2.6,0,0,0
2019,7,17,9,0,30,6.300000000000001,167,764,167
2019,7,17,10,0,41,9.700000000000001,381,918,381
2019,7,17,11,0,48,11.8,568,986,568
2019,7,17,12,0,50,13,701,1023,701
2019,7,17,13,0,52,13.600000000000001,771,1037,771
2019,7,17,14,0,52,13.700000000000001,763,1026,763
2019,7,17,15,0,48,13.3,692,1015,692
2019,7,17,16,0,44,12.5,558,981,558
2019,7,17,17,0,37,10.600000000000001,372,912,372
2019,7,17,18,0,27,6,156,738,156
2019,7,17,19,0,0,3,0,0,0
2019,7,17,20,0,0,2.2,0,0,0
2019,7,17,21,0,0,1.8,0,0,0
2019,7,17,22,0,0,1,0,0,0
2019,7,17,23,0,0,0.1,0,0,0
2019,7,18,0,0,0,-0.5,0,0,0
2019,7,18,1,0,0,-0.8,0,0,0
2019,7,18,2,0,0,-0.9,0,0,0
2019,7,18,3,0,0,-1,0,0,0
2019,7,18,4,0,0,-1.1,0,0,0
2019,7,18,5,0,0,-1.1,0,0,0
2019,7,18,6,0,0,-1.2000000000000002,0,0,0
2019,7,18,7,0,0,-1.4000000000000001,0,0,0
2019,7,18,8,0,0,0.2,0,0,0
2019,7,18,9,0,26,6.300000000000001,168,783,168
2019,7,18,10,0,36,10.8,387,945,387
2019,7,18,11,0,41,13,575,1012,575
2019,7,18,12,0,44,13.9,711,1044,711
2019,7,18,13,0,45,14.200000000000001,771,1043,771
2019,7,18,14,0,45,14,770,1043,770
2019,7,18,15,0,44,13.4,699,1029,699
2019,7,18,16,0,42,12.100000000000001,559,984,559
2019,7,18,17,0,37,10,374,913,374
2019,7,18,18,0,28,5.1000000000000005,158,736,158
2019,7,18,19,0,0,2.4000000000000004,0,0,0
2019,7,18,20,0,0,1.3,0,0,0
2019,7,18,21,0,0,0.30000000000000004,0,0,0
2019,7,18,22,0,0,-0.1,0,0,0
2019,7,18,23,0,0,-0.2,0,0,0
2019,7,19,0,0,0,-0.2,0,0,0
2019,7,19,1,0,0,-0.30000000000000004,0,0,0
2019,7,19,2,0,0,-0.5,0,0,0
2019,7,19,3,0,0,-0.7000000000000001,0,0,0
2019,7,19,4,0,0,-0.7000000000000001,0,0,0
2019,7,19,5,0,0,-0.6000000000000001,0,0,0
2019,7,19,6,0,0,-0.2,0,0,0
2019,7,19,7,0,0,0.2,0,0,0
2019,7,19,8,0,0,1.4000000000000001,0,0,0
2019,7,19,9,0,26,5.4,169,784,169
2019,7,19,10,0,36,9.1,389,945,389
2019,7,19,11,0,41,11.5,577,1012,577
2019,7,19,12,0,44,12.700000000000001,713,1044,713
2019,7,19,13,0,45,13.5,773,1044,773
2019,7,19,14,0,45,14.100000000000001,773,1044,773
2019,7,19,15,0,44,14.100000000000001,702,1030,702
2019,7,19,16,0,40,13.5,567,997,567
2019,7,19,17,0,35,11.3,380,930,380
2019,7,19,18,0,26,6.7,162,761,162
2019,7,19,19,0,0,3.9000000000000004,0,0,0
2019,7,19,20,0,0,3.3000000000000003,0,0,0
2019,7,19,21,0,0,3.1,0,0,0
2019,7,19,22,0,0,2.2,0,0,0
2019,7,19,23,0,0,1,0,0,0
2019,7,20,0,0,0,0.5,0,0,0
2019,7,20,1,0,0,0.9,0,0,0
2019,7,20,2,0,0,1.5,0,0,0
2019,7,20,3,0,0,1.9000000000000001,0,0,0
2019,7,20,4,0,0,2.5,0,0,0
2019,7,20,5,0,0,2.5,0,0,0
2019,7,20,6,0,0,2.6,0,0,0
2019,7,20,7,0,0,2.6,0,0,0
2019,7,20,8,0,0,3.9000000000000004,0,0,0
2019,7,20,9,0,28,8.6,176,805,176
2019,7,20,10,0,39,12.5,401,964,401
2019,7,20,11,0,46,15.4,582,1008,582
2019,7,20,12,0,50,16.7,719,1041,719
2019,7,20,13,0,53,17.5,790,1052,790
2019,7,20,14,0,56,17.6,780,1036,780
2019,7,20,15,0,56,17.2,709,1018,709
2019,7,20,16,0,54,16,567,968,567
2019,7,20,17,0,48,13.600000000000001,379,888,379
2019,7,20,18,0,34,9.1,161,702,161
2019,7,20,19,0,0,5.5,0,0,0
2019,7,20,20,0,0,3.9000000000000004,0,0,0
2019,7,20,21,0,0,3.1,0,0,0
2019,7,20,22,0,0,2,0,0,0
2019,7,20,23,0,0,1.4000000000000001,0,0,0
2019,7,21,0,0,0,1.3,0,0,0
2019,7,21,1,0,0,1.1,0,0,0
2019,7,21,2,0,0,1.5,0,0,0
2019,7,21,3,0,0,2,0,0,0
2019,7,21,4,0,0,2.2,0,0,0
2019,7,21,5,0,0,2.3000000000000003,0,0,0
2019,7,21,6,0,0,2.4000000000000004,0,0,0
2019,7,21,7,0,0,2.8000000000000003,0,0,0
2019,7,21,8,0,0,3.9000000000000004,0,0,0
2019,7,21,9,0,27,7.6000000000000005,173,791,173
2019,7,21,10,0,36,11.600000000000001,395,950,395
2019,7,21,11,0,42,14.5,584,1016,584
2019,7,21,12,0,45,16,720,1047,720
2019,7,21,13,0,46,17,791,1061,791
2019,7,21,14,0,48,17.5,791,1059,791
2019,7,21,15,0,49,17.2,721,1044,721
2019,7,21,16,0,47,16,576,994,576
2019,7,21,17,0,42,13.5,388,924,388
2019,7,21,18,0,34,8.6,146,616,167
2019,7,21,19,0,0,5.800000000000001,0,0,0
2019,7,21,20,0,0,4.1000000000000005,0,0,0
2019,7,21,21,0,0,2.4000000000000004,0,0,0
2019,7,21,22,0,0,1.6,0,0,0
2019,7,21,23,0,0,1.2000000000000002,0,0,0
2019,7,22,0,0,0,1.3,0,0,0
2019,7,22,1,0,0,0.7000000000000001,0,0,0
2019,7,22,2,0,0,-0.1,0,0,0
2019,7,22,3,0,0,-0.7000000000000001,0,0,0
2019,7,22,4,0,0,-1,0,0,0
2019,7,22,5,0,0,-0.9,0,0,0
2019,7,22,6,0,0,-0.9,0,0,0
2019,7,22,7,0,0,-1,0,0,0
2019,7,22,8,0,0,0,0,0,0
2019,7,22,9,0,32,3.8000000000000003,168,730,168
2019,7,22,10,0,46,7.1000000000000005,387,899,387
2019,7,22,11,0,54,9.700000000000001,574,970,574
2019,7,22,12,0,60,11.100000000000001,703,993,703
2019,7,22,13,0,63,11.8,772,1006,772
2019,7,22,14,0,62,12,772,1008,772
2019,7,22,15,0,60,11.8,702,993,702
2019,7,22,16,0,193,10.8,449,480,567
2019,7,22,17,0,65,8.6,343,740,380
2019,7,22,18,0,68,4.3,98,163,163
2019,7,22,19,0,0,1.1,0,0,0
2019,7,22,20,0,0,0.1,0,0,0
2019,7,22,21,0,0,-0.6000000000000001,0,0,0
2019,7,22,22,0,0,-1.3,0,0,0
2019,7,22,23,0,0,-2.1,0,0,0
